locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPFNFPML_02366	CDS	567	rpfE	3.-.-.-		Resuscitation-promoting factor RpfE
GPFNFPML_02367	CDS	1260		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
GPFNFPML_02368	CDS	2631	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GPFNFPML_02369	CDS	1464	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GPFNFPML_02370	CDS	372				hypothetical protein
GPFNFPML_02371	CDS	423	ndkA	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GPFNFPML_02372	CDS	3027	rne	3.1.26.12		Ribonuclease E
GPFNFPML_02373	CDS	552				hypothetical protein
GPFNFPML_02374	CDS	606				hypothetical protein
GPFNFPML_02375	CDS	312	rplU		COG0261	50S ribosomal protein L21
GPFNFPML_02376	CDS	261	rpmA		COG0211	50S ribosomal protein L27
GPFNFPML_02377	CDS	1455	obg	3.6.5.-	COG0536	GTPase Obg
GPFNFPML_02378	CDS	1131	proB	2.7.2.11	COG0263	Glutamate 5-kinase
GPFNFPML_02379	CDS	2217	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
GPFNFPML_02380	CDS	438				hypothetical protein
GPFNFPML_02381	CDS	903	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
GPFNFPML_02382	CDS	2193				hypothetical protein
GPFNFPML_02383	CDS	1302				hypothetical protein
GPFNFPML_02384	CDS	138				hypothetical protein
GPFNFPML_02385	CDS	291				hypothetical protein
GPFNFPML_02386	CDS	351				hypothetical protein
GPFNFPML_02387	CDS	300				PE-PGRS family protein PE25
GPFNFPML_02388	CDS	585				PPE family protein PPE41
GPFNFPML_02389	CDS	534	ahpD_1	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
GPFNFPML_02390	CDS	588	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GPFNFPML_02391	CDS	195				hypothetical protein
GPFNFPML_02392	CDS	267				hypothetical protein
GPFNFPML_02393	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GPFNFPML_02394	CDS	876				hypothetical protein
GPFNFPML_02395	CDS	1443				hypothetical protein
GPFNFPML_02396	CDS	552				hypothetical protein
GPFNFPML_02397	CDS	1098	bioB	2.8.1.6	COG0502	Biotin synthase
GPFNFPML_02398	CDS	240				putative protein
GPFNFPML_02399	CDS	666				putative protein
GPFNFPML_02400	CDS	1341				putative inactive lipase
GPFNFPML_02401	CDS	711				hypothetical protein
GPFNFPML_02402	CDS	1050	nadA	2.5.1.72	COG0379	Quinolinate synthase A
GPFNFPML_02403	CDS	1587	nadB	1.4.3.16	COG0029	L-aspartate oxidase
GPFNFPML_02404	CDS	858	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
GPFNFPML_02405	CDS	759				hypothetical protein
GPFNFPML_02406	CDS	411				hypothetical protein
GPFNFPML_02407	CDS	1335	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GPFNFPML_02408	CDS	1143	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GPFNFPML_02409	CDS	633	hisB_2	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
GPFNFPML_02410	CDS	621	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
GPFNFPML_02411	CDS	735	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
GPFNFPML_02412	CDS	813	impA	3.1.3.25	COG0483	putative inositol 1-monophosphatase ImpA
GPFNFPML_02413	CDS	804	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GPFNFPML_02414	CDS	348	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GPFNFPML_02415	CDS	1083	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
GPFNFPML_02416	CDS	465	bcpB	1.11.1.15	COG1225	Putative peroxiredoxin
GPFNFPML_02417	CDS	1551	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GPFNFPML_02418	CDS	660				hypothetical protein
GPFNFPML_02419	CDS	819	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
GPFNFPML_02420	CDS	1266	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GPFNFPML_02421	CDS	813	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GPFNFPML_02422	CDS	1410	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GPFNFPML_02423	CDS	396				hypothetical protein
GPFNFPML_02424	CDS	399				hypothetical protein
GPFNFPML_02425	CDS	1419	pyk	2.7.1.40	COG0469	Pyruvate kinase
GPFNFPML_02426	CDS	921	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GPFNFPML_02427	CDS	1455	lysX_1		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
GPFNFPML_02428	CDS	1731			COG1132	putative ABC transporter ATP-binding/permease protein
GPFNFPML_02429	CDS	1584	cydD		COG4988	ATP-binding/permease protein CydD
GPFNFPML_02430	CDS	1041	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
GPFNFPML_02431	CDS	1458	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
GPFNFPML_02432	CDS	570				hypothetical protein
GPFNFPML_02433	CDS	1257	cya	4.6.1.1	COG2114	Adenylate cyclase
GPFNFPML_02434	tRNA	77				tRNA-Leu(caa)
GPFNFPML_02435	CDS	627	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
GPFNFPML_02436	CDS	1209				hypothetical protein
GPFNFPML_02437	CDS	492				hypothetical protein
GPFNFPML_02438	CDS	2712	polA	2.7.7.7	COG0258	DNA polymerase I
GPFNFPML_02439	CDS	1446	rpsA		COG0539	30S ribosomal protein S1
GPFNFPML_02440	CDS	1224	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
GPFNFPML_02441	CDS	117				hypothetical protein
GPFNFPML_02442	CDS	444				hypothetical protein
GPFNFPML_02443	CDS	2277	uvrB		COG0556	UvrABC system protein B
GPFNFPML_02444	CDS	1416				putative multidrug-efflux transporter
GPFNFPML_02445	CDS	1569				hypothetical protein
GPFNFPML_02446	CDS	261				hypothetical protein
GPFNFPML_02447	CDS	441			COG0589	Universal stress protein
GPFNFPML_02448	CDS	795	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
GPFNFPML_02449	CDS	2943	uvrA		COG0178	UvrABC system protein A
GPFNFPML_02450	CDS	258				hypothetical protein
GPFNFPML_02451	CDS	1470				hypothetical protein
GPFNFPML_02452	CDS	3336	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
GPFNFPML_02453	CDS	522	infC		COG0290	Translation initiation factor IF-3
GPFNFPML_02454	CDS	195	rpmI		COG0291	50S ribosomal protein L35
GPFNFPML_02455	CDS	390	rplT		COG0292	50S ribosomal protein L20
GPFNFPML_02456	CDS	783	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
GPFNFPML_02457	CDS	1056				hypothetical protein
GPFNFPML_02458	CDS	933				hypothetical protein
GPFNFPML_02459	CDS	951				hypothetical protein
GPFNFPML_02460	CDS	807				hypothetical protein
GPFNFPML_02461	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GPFNFPML_02462	CDS	2496	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
GPFNFPML_02463	tRNA	93				tRNA-Pro(ggg)
GPFNFPML_02464	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
GPFNFPML_02465	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
GPFNFPML_02466	CDS	885	argB	2.7.2.8	COG0548	Acetylglutamate kinase
GPFNFPML_02467	CDS	1203	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
GPFNFPML_02468	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GPFNFPML_02469	CDS	513	argR		COG1438	Arginine repressor
GPFNFPML_02470	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GPFNFPML_02471	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GPFNFPML_02472	CDS	1155		2.3.1.-	COG3424	Polyketide synthase-like Pks10
GPFNFPML_02473	CDS	6381		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
GPFNFPML_02474	CDS	4809		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
GPFNFPML_02475	CDS	1533	pks1_1			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
GPFNFPML_02476	CDS	3054		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
GPFNFPML_02477	CDS	1062		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
GPFNFPML_02478	CDS	1311		1.14.-.-	COG2124	Putative cytochrome P450 139
GPFNFPML_02479	CDS	1776	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
GPFNFPML_02480	CDS	576				hypothetical protein
GPFNFPML_02481	CDS	585			COG2452	putative protein
GPFNFPML_02482	CDS	1380				IS607 family transposase IS1538
GPFNFPML_02483	CDS	1002	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GPFNFPML_02484	CDS	684	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
GPFNFPML_02485	CDS	195	rpmB		COG0227	50S ribosomal protein L28
GPFNFPML_02486	CDS	255				hypothetical protein
GPFNFPML_02487	CDS	1413				putative protein
GPFNFPML_02488	CDS	2214	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GPFNFPML_02489	CDS	714				hypothetical protein
GPFNFPML_02490	CDS	849		1.-.-.-	COG0656	putative oxidoreductase
GPFNFPML_02491	CDS	1131	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
GPFNFPML_02492	CDS	768				hypothetical protein
GPFNFPML_02493	CDS	588				hypothetical protein
GPFNFPML_02494	CDS	3384	pycA	6.4.1.1		Pyruvate carboxylase
GPFNFPML_02495	CDS	567	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GPFNFPML_02496	CDS	486	coaD_1	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GPFNFPML_02497	CDS	186				hypothetical protein
GPFNFPML_02498	CDS	933	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
GPFNFPML_02499	CDS	1221			COG0701	Putative permease
GPFNFPML_02500	CDS	1350		2.4.1.-	COG1819	PGL/p-HBAD biosynthesis rhamnosyltransferase
GPFNFPML_02501	CDS	390				ISNCY family transposase ISRjo3
GPFNFPML_02502	CDS	738		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
GPFNFPML_02503	CDS	1287		2.4.1.-	COG1819	PGL/p-HBAD biosynthesis glycosyltransferase
GPFNFPML_02504	CDS	207				hypothetical protein
GPFNFPML_02505	CDS	828		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
GPFNFPML_02506	CDS	732				hypothetical protein
GPFNFPML_02507	CDS	966				hypothetical protein
GPFNFPML_02508	CDS	726	cmoB	2.5.1.-		tRNA U34 carboxymethyltransferase
GPFNFPML_02509	CDS	1257		1.3.1.-	COG3268	Trans-acting enoyl reductase
GPFNFPML_02510	CDS	813		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
GPFNFPML_02511	CDS	1146		1.2.-.-		Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
GPFNFPML_02512	CDS	318				hypothetical protein
GPFNFPML_02513	CDS	1860		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
GPFNFPML_02514	CDS	600		4.1.3.40	COG3161	Chorismate pyruvate-lyase
GPFNFPML_02515	CDS	2118		6.2.1.50	COG0318	p-hydroxybenzoic acid--AMP ligase FadD22
GPFNFPML_02516	CDS	1470				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
GPFNFPML_02517	CDS	4800	pks1_2			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
GPFNFPML_02518	CDS	702	lppX			Putative phthiocerol dimycocerosate transporter LppX
GPFNFPML_02519	CDS	612	dnaA_1			Chromosomal replication initiator protein DnaA
GPFNFPML_02520	CDS	1242				hypothetical protein
GPFNFPML_02521	CDS	2802	mmpL7			Phthiocerol dimycocerosate exporter MmpL7
GPFNFPML_02522	CDS	1863		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD28
GPFNFPML_02523	CDS	6336	mas	2.3.1.111		Mycocerosic acid synthase
GPFNFPML_02524	CDS	1269	papA5	2.3.1.282		Phthiocerol/phthiodiolone dimycocerosyl transferase
GPFNFPML_02525	CDS	831	drrC		COG0842	putative doxorubicin resistance ABC transporter permease protein DrrC
GPFNFPML_02526	CDS	870	drrB		COG0842	Doxorubicin resistance ABC transporter permease protein DrrB
GPFNFPML_02527	CDS	996	drrA_2	3.6.3.-	COG1131	Doxorubicin resistance ATP-binding protein DrrA
GPFNFPML_02528	CDS	4467	ppsE	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
GPFNFPML_02529	CDS	5484	ppsD	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsD
GPFNFPML_02530	CDS	6567	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
GPFNFPML_02531	CDS	4614	ppsB	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsB
GPFNFPML_02532	CDS	5631	ppsA	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsA
GPFNFPML_02533	CDS	1752		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD26
GPFNFPML_02534	CDS	786	tesA	3.1.2.-	COG3208	putative thioesterase TesA
GPFNFPML_02535	CDS	738			COG3599	putative protein
GPFNFPML_02536	CDS	588			COG1399	putative protein
GPFNFPML_02537	CDS	723	rnc	3.1.26.3	COG0571	Ribonuclease 3
GPFNFPML_02538	CDS	870	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
GPFNFPML_02539	CDS	414			COG1765	putative protein
GPFNFPML_02540	CDS	282	acyP	3.6.1.7	COG1254	Acylphosphatase
GPFNFPML_02541	CDS	3618	smc		COG1196	Chromosome partition protein Smc
GPFNFPML_02542	CDS	1269	ftsY		COG0552	Signal recognition particle receptor FtsY
GPFNFPML_02543	CDS	711			COG5660	putative protein
GPFNFPML_02544	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GPFNFPML_02545	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GPFNFPML_02546	CDS	195				hypothetical protein
GPFNFPML_02547	CDS	771			COG3305	putative protein
GPFNFPML_02548	CDS	594	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GPFNFPML_02549	CDS	480				putative protein
GPFNFPML_02550	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
GPFNFPML_02551	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GPFNFPML_02552	CDS	663				hypothetical protein
GPFNFPML_02553	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
GPFNFPML_02554	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
GPFNFPML_02555	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
GPFNFPML_02556	CDS	345			COG0640	putative HTH-type transcriptional regulator
GPFNFPML_02557	CDS	459				putative protein
GPFNFPML_02558	CDS	822				Dormancy associated translation inhibitor
GPFNFPML_02559	CDS	207				hypothetical protein
GPFNFPML_02560	CDS	594				hypothetical protein
GPFNFPML_02561	CDS	606	tetC			Transposon Tn10 TetC protein
GPFNFPML_02562	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
GPFNFPML_02563	CDS	390				hypothetical protein
GPFNFPML_02564	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
GPFNFPML_02565	CDS	1236	hutI	3.5.2.7		Imidazolonepropionase
GPFNFPML_02566	CDS	993			COG0664	putative ABC transporter ATP-binding protein
GPFNFPML_02567	CDS	1050			COG0577	putative ABC transporter permease
GPFNFPML_02568	CDS	708				hypothetical protein
GPFNFPML_02569	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
GPFNFPML_02570	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
GPFNFPML_02571	CDS	912				hypothetical protein
GPFNFPML_02572	CDS	570	slmA_2			Nucleoid occlusion factor SlmA
GPFNFPML_02573	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
GPFNFPML_02574	CDS	402	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
GPFNFPML_02575	CDS	240				hypothetical protein
GPFNFPML_02576	CDS	2940				hypothetical protein
GPFNFPML_02577	CDS	156				hypothetical protein
GPFNFPML_02578	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
GPFNFPML_02579	CDS	1014	cenA	3.2.1.4	COG5297	Endoglucanase A
GPFNFPML_02580	CDS	213				hypothetical protein
GPFNFPML_02581	CDS	339				hypothetical protein
GPFNFPML_02582	CDS	1059				hypothetical protein
GPFNFPML_02583	CDS	693				hypothetical protein
GPFNFPML_02584	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GPFNFPML_02585	CDS	522				hypothetical protein
GPFNFPML_02586	CDS	459	rplI		COG0359	50S ribosomal protein L9
GPFNFPML_02587	CDS	255	rpsR1_2		COG0238	30S ribosomal protein S18 1
GPFNFPML_02588	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
GPFNFPML_02589	CDS	291	rpsF		COG0360	30S ribosomal protein S6
GPFNFPML_02590	CDS	639	inhA_2	4.2.1.103		Isonitrile hydratase
GPFNFPML_02591	CDS	1683				hypothetical protein
GPFNFPML_02592	CDS	2463	ponA1		COG0744	Penicillin-binding protein 1A
GPFNFPML_02593	CDS	435				putative protein
GPFNFPML_02594	CDS	870				putative protein
GPFNFPML_02595	CDS	543				hypothetical protein
GPFNFPML_02596	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
GPFNFPML_02597	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
GPFNFPML_02598	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
GPFNFPML_02599	CDS	735			COG1802	putative HTH-type transcriptional regulator
GPFNFPML_02600	CDS	627				hypothetical protein
GPFNFPML_02601	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
GPFNFPML_02602	CDS	933				Proline-rich 28 kDa antigen
GPFNFPML_02603	CDS	348				hypothetical protein
GPFNFPML_02604	CDS	633				hypothetical protein
GPFNFPML_02605	CDS	1311			COG0477	putative MFS-type transporter
GPFNFPML_02606	CDS	774				putative protein
GPFNFPML_02607	CDS	1689	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
GPFNFPML_02608	CDS	396			COG3631	putative protein
GPFNFPML_02609	CDS	264	acpP			Acyl carrier protein
GPFNFPML_02610	CDS	2409	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
GPFNFPML_02611	CDS	330				putative protein
GPFNFPML_02612	CDS	1098				hypothetical protein
GPFNFPML_02613	CDS	144				putative proteinA
GPFNFPML_02614	CDS	306				putative protein
GPFNFPML_02615	CDS	318				hypothetical protein
GPFNFPML_02616	CDS	1347				hypothetical protein
GPFNFPML_02617	CDS	363				putative protein
GPFNFPML_02618	CDS	846				hypothetical protein
GPFNFPML_02619	CDS	771			COG1396	putative HTH-type transcriptional regulator
GPFNFPML_02620	CDS	420	whiB5			Transcriptional regulator WhiB5
GPFNFPML_02621	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GPFNFPML_02622	tRNA	85				tRNA-Leu(cag)
GPFNFPML_02623	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
GPFNFPML_02624	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
GPFNFPML_02625	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
GPFNFPML_02626	CDS	1410	rodA		COG0772	putative FtsW-like protein
GPFNFPML_02627	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
GPFNFPML_02628	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
GPFNFPML_02629	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
GPFNFPML_02630	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
GPFNFPML_02631	CDS	744				hypothetical protein
GPFNFPML_02632	CDS	282	crgA			Cell division protein CrgA
GPFNFPML_02633	CDS	360				hypothetical protein
GPFNFPML_02634	CDS	153				hypothetical protein
GPFNFPML_02635	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
GPFNFPML_02636	CDS	438	cwsA			Cell wall synthesis protein CwsA
GPFNFPML_02637	CDS	108				hypothetical protein
GPFNFPML_02638	tRNA	74				tRNA-Ala(tgc)
GPFNFPML_02639	tRNA	75				tRNA-Ile(gat)
GPFNFPML_02640	CDS	915				putative protein
GPFNFPML_02641	CDS	2517	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
GPFNFPML_02642	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
GPFNFPML_02643	CDS	516				hypothetical protein
GPFNFPML_02644	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
GPFNFPML_02645	CDS	1209	dnaN		COG0592	Beta sliding clamp
GPFNFPML_02646	CDS	348				hypothetical protein
GPFNFPML_02647	CDS	441				hypothetical protein
GPFNFPML_02648	CDS	1332	ttuB			Putative tartrate transporter
GPFNFPML_02649	CDS	933			COG1305	putative protein
GPFNFPML_02650	CDS	657	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GPFNFPML_02651	CDS	147				hypothetical protein
GPFNFPML_02652	CDS	735	cmr		COG0664	HTH-type transcriptional regulator Cmr
GPFNFPML_02653	CDS	546				hypothetical protein
GPFNFPML_02654	CDS	549	resA_3			Thiol-disulfide oxidoreductase ResA
GPFNFPML_02655	CDS	909				hypothetical protein
GPFNFPML_02656	CDS	1122	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GPFNFPML_02657	CDS	825	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
GPFNFPML_02658	CDS	996	moaA_2			GTP 3',8-cyclase
GPFNFPML_02659	CDS	849				hypothetical protein
GPFNFPML_02660	CDS	2997	menE_4	6.2.1.26		2-succinylbenzoate--CoA ligase
GPFNFPML_02661	CDS	225				hypothetical protein
GPFNFPML_02662	CDS	624	betI_7			HTH-type transcriptional regulator BetI
GPFNFPML_02663	CDS	681				hypothetical protein
GPFNFPML_02664	CDS	768	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
GPFNFPML_02665	CDS	612		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
GPFNFPML_02666	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
GPFNFPML_02667	CDS	384	lprJ_2			Putative lipoprotein LprJ
GPFNFPML_02668	CDS	753				hypothetical protein
GPFNFPML_02669	CDS	1062		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
GPFNFPML_02670	CDS	177				hypothetical protein
GPFNFPML_02671	CDS	807	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
GPFNFPML_02672	CDS	924	ppnK	2.7.1.23	COG0061	NAD kinase
GPFNFPML_02673	CDS	1764	recN		COG0497	DNA repair protein RecN
GPFNFPML_02674	CDS	1182				hypothetical protein
GPFNFPML_02675	CDS	945	mctB			Copper transporter MctB
GPFNFPML_02676	CDS	1761	pyrG	6.3.4.2	COG0504	CTP synthase
GPFNFPML_02677	CDS	624	act	3.-.-.-		Methanol dehydrogenase activator
GPFNFPML_02678	CDS	936	xerD		COG4974	Tyrosine recombinase XerD
GPFNFPML_02679	CDS	1365				putative protein
GPFNFPML_02680	CDS	162				hypothetical protein
GPFNFPML_02681	CDS	702	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
GPFNFPML_02682	CDS	1671	cycA		COG1113	D-serine/D-alanine/glycine transporter
GPFNFPML_02683	CDS	1158				PPE family protein PPE26
GPFNFPML_02684	CDS	1185				hypothetical protein
GPFNFPML_02685	CDS	240				hypothetical protein
GPFNFPML_02686	CDS	204				hypothetical protein
GPFNFPML_02687	CDS	1461	bicA		COG0659	Bicarbonate transporter BicA
GPFNFPML_02688	CDS	864			COG1192	putative protein
GPFNFPML_02689	CDS	837	scpA		COG1354	Segregation and condensation protein A
GPFNFPML_02690	CDS	696	scpB			Segregation and condensation protein B
GPFNFPML_02691	CDS	762		5.4.99.-	COG1187	putative RNA pseudouridine synthase
GPFNFPML_02692	CDS	693	cmk	2.7.4.25	COG0283	Cytidylate kinase
GPFNFPML_02693	CDS	1392	der		COG1160	GTPase Der
GPFNFPML_02694	CDS	804	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GPFNFPML_02695	CDS	915	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
GPFNFPML_02696	CDS	831	kynB	3.5.1.9		Kynurenine formamidase
GPFNFPML_02697	CDS	351				hypothetical protein
GPFNFPML_02698	CDS	819	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
GPFNFPML_02699	CDS	780	ttgV_1			HTH-type transcriptional regulator TtgV
GPFNFPML_02700	CDS	108				hypothetical protein
GPFNFPML_02701	tRNA	75				tRNA-Pro(ggg)
GPFNFPML_02702	CDS	390	vapC3_2	3.1.-.-	COG4113	Ribonuclease VapC3
GPFNFPML_02703	CDS	228				Putative antitoxin VapB12
GPFNFPML_02704	CDS	1485				hypothetical protein
GPFNFPML_02705	CDS	1248	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
GPFNFPML_02706	CDS	417				hypothetical protein
GPFNFPML_02707	CDS	711				hypothetical protein
GPFNFPML_02708	CDS	1386		1.5.3.6		6-hydroxy-D-nicotine oxidase
GPFNFPML_02709	CDS	570				putative protein
GPFNFPML_02710	CDS	771				hypothetical protein
GPFNFPML_02711	CDS	939		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GPFNFPML_02712	CDS	1467	dap_4	3.4.11.19		D-aminopeptidase
GPFNFPML_02713	CDS	1557	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
GPFNFPML_02714	CDS	549	resA_4			Thiol-disulfide oxidoreductase ResA
GPFNFPML_02715	CDS	597				putative membrane protein
GPFNFPML_02716	CDS	243			COG0508	putative protein
GPFNFPML_02717	CDS	201				hypothetical protein
GPFNFPML_02718	CDS	594			COG1275	putative membrane protein
GPFNFPML_02719	CDS	243				hypothetical protein
GPFNFPML_02720	CDS	1959	narX_1		COG2180	Nitrate reductase-like protein NarX
GPFNFPML_02721	CDS	1188	narK2		COG2223	putative nitrate/nitrite transporter NarK2
GPFNFPML_02722	CDS	333				putative protein
